"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"P_MN008","1303","201902010000","991.4","3","0"
"P_MN008","1303","201902010100","990.2","3","0"
"P_MN008","1303","201902010200","989.9","3","0"
"P_MN008","1303","201902010300","988.7","3","0"
"P_MN008","1303","201902010400","988.3","3","0"
"P_MN008","1303","201902010500","988","3","0"
"P_MN008","1303","201902010600","988.2","3","0"
"P_MN008","1303","201902010700","988.8","3","0"
"P_MN008","1303","201902010800","989.5","3","0"
"P_MN008","1303","201902010900","990","3","0"
"P_MN008","1303","201902011000","990","3","0"
"P_MN008","1303","201902011100","990.4","3","0"
"P_MN008","1303","201902011200","990.2","3","0"
"P_MN008","1303","201902011300","990.1","3","0"
"P_MN008","1303","201902011400","990.2","3","0"
"P_MN008","1303","201902011500","990.3","3","0"
"P_MN008","1303","201902011600","990.3","3","0"
"P_MN008","1303","201902011700","990.5","3","0"
"P_MN008","1303","201902011800","990.5","3","0"
"P_MN008","1303","201902011900","991.3","3","0"
"P_MN008","1303","201902012000","991.4","3","0"
"P_MN008","1303","201902012100","991.7","3","0"
"P_MN008","1303","201902012200","991.8","3","0"
"P_MN008","1303","201902012300","992.1","3","0"
"P_MN008","1303","201902020000","992.4","3","0"
"P_MN008","1303","201902020100","992.1","3","0"
"P_MN008","1303","201902020200","992.5","3","0"
"P_MN008","1303","201902020300","992.5","3","0"
"P_MN008","1303","201902020400","993.2","3","0"
"P_MN008","1303","201902020500","993.4","3","0"
"P_MN008","1303","201902020600","993.9","3","0"
"P_MN008","1303","201902020700","994","3","0"
"P_MN008","1303","201902020800","994.8","3","0"
"P_MN008","1303","201902020900","995.7","3","0"
"P_MN008","1303","201902021000","996.7","3","0"
"P_MN008","1303","201902021100","997.3","3","0"
"P_MN008","1303","201902021200","997.8","3","0"
"P_MN008","1303","201902021300","998.9","3","0"
"P_MN008","1303","201902021400","999.4","3","0"
"P_MN008","1303","201902021500","1000.5","3","0"
"P_MN008","1303","201902021600","1001.5","3","0"
"P_MN008","1303","201902021700","1002.8","3","0"
"P_MN008","1303","201902021800","1004","3","0"
"P_MN008","1303","201902021900","1005.4","3","0"
"P_MN008","1303","201902022000","1006.4","3","0"
"P_MN008","1303","201902022100","1007.6","3","0"
"P_MN008","1303","201902022200","1008.9","3","0"
"P_MN008","1303","201902022300","1010.1","3","0"
"P_MN008","1303","201902030000","1011.1","3","0"
"P_MN008","1303","201902030100","1011.6","3","0"
"P_MN008","1303","201902030200","1012.6","3","0"
"P_MN008","1303","201902030300","1013.2","3","0"
"P_MN008","1303","201902030400","1013.5","3","0"
"P_MN008","1303","201902030500","1015.1","3","0"
"P_MN008","1303","201902030600","1016.2","3","0"
"P_MN008","1303","201902030700","1016.9","3","0"
"P_MN008","1303","201902030800","1017.5","3","0"
"P_MN008","1303","201902030900","1018.4","3","0"
"P_MN008","1303","201902031000","1019","3","0"
"P_MN008","1303","201902031100","1019.9","3","0"
"P_MN008","1303","201902031200","1020.6","3","0"
